restaurantID,name,location,reviewCount,rating,categories,address,Latitude,Longitude,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
StVQ4rlyByFYVNKagAf4iw,Maison Brasserie,"Maison Brasserie - The Loop - Chicago, IL",19,4,"Restaurants, American (New), METADATA","333 E Benton Pl Chicago, IL 60601 ",41.885269,-87.618484,,No,Yes,Garage,Casual,Yes,$$,Yes,No,No,Yes,No,No,"Dessert, Dinner",Full Bar,Average,Upscale,No,Yes,,,,6
sU4fq-TWOhvJcjFI5GLL3w,The Grill Room Chophouse & Winebar,"The Grill Room Chophouse & Winebar - The Loop - Chicago, IL",68,3,"Restaurants, American (Traditional), Steakhouses, METADATA","33 W Monroe St (between Wabash Ave & State St) Chicago, IL 60603 ",41.880292,-87.62905,Mon 11 am - 9 pm Tue-Fri 11 am - 10 pm Sat 5 pm - 10 pm,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,,Lunch,Full Bar,Average,,Yes,,Yes,http://www.restaurants-america.comâ€¦,(312) 960-0000,9
SugQCPP3FVPGJATlVXBVDA,South Branch,"South Branch - The Loop - Chicago, IL",117,4,"Restaurants, American (New), METADATA","100 S Wacker Dr (between Monroe St & Washington St) Chicago, IL 60606 ",41.880171,-87.637491,Mon-Fri 11 am - 12 am,No,Yes,"Garage, Street",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Free,"Lunch, Dinner",Full Bar,Loud,Trendy,Yes,No,,http://www.southbranchchicago.com,(312) 546-6177,11
sVhBjFA3Tspe76vI2Qx8YA,Green Apple,"Green Apple - The Loop - Chicago, IL",24,4,"Restaurants, Korean, Vietnamese, METADATA","201 N Clark St 2nd Floor (between Lake St & Haddock Pl) Chicago, IL 60601 ",41.886096,-87.630399,,Yes,Yes,Street,Casual,Yes,$,No,,Yes,No,No,No,Lunch,No,Average,Casual,No,No,Yes,,(312) 456-9995,5
sWtur78mChDwsqkpY3xsjw,Jimmy John's,"Jimmy John's - South Loop - Chicago, IL",16,4,"Restaurants, Sandwiches, METADATA","725 S State (between Balbo Ave & Polk St) Chicago, IL 60605 ",41.872424,-87.627231,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,Very Loud,,No,Yes,,http://www.jimmyjohns.com,(312) 212-1010,2
Sz6fAu9T0q23BtuF_oZazA,Haifa Cafe,"Haifa Cafe - CLOSED - The Loop - Chicago, IL",23,3,"Restaurants, Greek, Mediterranean, METADATA","318 W Adams St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.879623,-87.636105,,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,,No,,(312) 346-2288,2
SZH0_zAlASYPATkEBrS5Xw,Gold Coast Dogs,"Gold Coast Dogs - Chicago, IL",17,4,"Restaurants, Hot Dogs, METADATA","222 S Riverside Plz Lowr LL14 (between Adams St & Jackson Blvd) Chicago, IL 60606",41.878631,-87.638765,,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Average,,,,Yes,http://www.goldcoastdogs.net/,(312) 258-8585,2
SZynkhN-6s6JJeH5KNVI3g,Miller's Pub,"Miller's Pub - The Loop - Chicago, IL",372,4,"Restaurants, American (Traditional), Steakhouses, Nightlife, Bars, Pubs, METADATA","134 S Wabash Ave Chicago, IL 60603 ",41.879832,-87.626414,,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,Casual,Yes,No,Yes,http://www.millerspub.com/,(312) 263-4988,50
s_5xBgpVdVR6f1qv5TBqrA,Subway Sandwiches,"Subway Sandwiches - The Loop - Chicago, IL",4,2,"Restaurants, METADATA","120 S State Street Chicago, IL 60603 ",41.880204,-87.62812,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,,No,Average,,,Yes,Yes,,(312) 425-1601,3
t0fe25bF9bgkgUeY6PoRuQ,Al's Beef,"Al's Beef - The Loop - Chicago, IL",47,3,"Restaurants, Sandwiches, Italian, METADATA","28 E Jackson Dr (between Wabash Ave & State St) Chicago, IL 60604 ",41.87838,-87.626453,Mon-Fri 10 am - 8 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,Yes,http://www.alsbeef.com/index.asp,(312) 461-9292,0
t4m5trM_qYC3vsHiJRnJIw,Taste of Siam Inc,"Taste of Siam Inc - CLOSED - Printer's Row - Chicago, IL",4,3,"Restaurants, METADATA","600 S Dearborn St (between Harrison St & Polk St) Chicago, IL 60605 ",41.874026,-87.629441,,,,,,,,,,,,,,,,,,,,,,(312) 939-1179,0
tCbyNkF5ZsCiciSBlAtfWA,Gold Coast Dogs,"Gold Coast Dogs - Near West Side - Chicago, IL",5,3,"Restaurants, Hot Dogs, METADATA","225 S Canal (between Adams St & Milwaukee Ave) Chicago, IL 60606 ",41.878693,-87.638924,,,,,Casual,,,No,,,,,,,No,,,,,,,(312) 258-8585,1
Tdy6sDnyu7Od2kBvlzduAA,Pierogi Heaven,"Pierogi Heaven - The Loop - Chicago, IL",134,5,"Restaurants, Polish, METADATA","169 N Wells St Chicago, IL 60606 ",41.885221,-87.633751,Mon-Fri 11 am - 7 pm Sat 11 am - 5 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,Yes,Yes,Yes,http://www.pierogiheaven.com,(312) 263-9305,9
TeJGJA4_iPNMDuQUxmphHg,Catch 35,"Catch 35 - The Loop - Chicago, IL",291,4,"Restaurants, Seafood, Steakhouses, METADATA","35 W Wacker Dr (between Wabash Ave & Lower Wacker Dr) Chicago, IL 60601 ",41.886583,-87.629188,Mon-Thu 11:30 am - 9:30 pm Fri 11:30 am - 10 pm Sat 5 pm - 10 pm Sun 4 pm - 9 pm,No,Yes,Valet,Dressy,Yes,$$$,Yes,Yes,Yes,Yes,No,,Dinner,Full Bar,Average,Classy,Yes,No,No,http://www.catch35.com,(312) 346-3500,34
tkYlhzfyJZPGasI54zISYw,Works-North Loop the,"Works-North Loop the - The Loop - Chicago, IL",15,4,"Restaurants, Sandwiches, METADATA","201 N Clark St (between Haddock Pl & Lake St) Chicago, IL 60601 ",41.886096,-87.630399,,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,No,"Lunch, Breakfast",No,Loud,,,,Yes,,(312) 357-6727,0
TLnNYXv0jVoC8PXsyISxKg,Au Bon Pain,"Au Bon Pain - The Loop - Chicago, IL",31,3,"Restaurants, Sandwiches, Food, Bakeries, METADATA","200 W Adams St (between Wells St & Franklin St) Chicago, IL 60606 ",41.879777,-87.634139,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,Yes,,Lunch,No,,,,,Yes,http://www.aubonpain.com,(312) 419-7571,1
tlxMOi1b0-rssANDT1K0kw,Corner Bakery Cafe,"Corner Bakery Cafe - The Loop - Chicago, IL",4,4,"Restaurants, Sandwiches, METADATA","78 E Washington St (between Clark St & Dearborn St) Chicago, IL 60602 ",41.884162,-87.624962,,,Yes,,,,$$,,,Yes,,,,,,,,,,,,(312) 201-0805,0
TP8zxYve1T4_xq7mLAT-1g,Ceres Cafe,"Ceres Cafe - The Loop - Chicago, IL",165,4,"Restaurants, American (Traditional), METADATA","141 W Jackson Blvd (at W Jackson St at LaSalle St) Chicago, IL 60604 ",41.877761,-87.63225,Mon-Fri 6 am - 8:30 pm,No,Yes,Street,Casual,Yes,$,Yes,No,Yes,Yes,Yes,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,,Yes,,(312) 427-3443,15
tQeulDzoB1LbBdO5JUL4aA,Einstein Bros. Bagels,"Einstein Bros. Bagels - The Loop - Chicago, IL",2,4,"Restaurants, Breakfast & Brunch, METADATA","75 E. Lake St. (between Garland Ct & Dearborn St) Chicago, IL 60601 ",41.8856,-87.625038,,,,,,,,,,,,,,,,,,,,,,,0
TRuOOzh8903bvd2BDz0Y6w,Chicago River Cafe,"Chicago River Cafe - The Loop - Chicago, IL",3,4,"Restaurants, METADATA","117 W Lower Wacker Dr Chicago, IL 60601 ",41.886861,-87.631654,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,Yes,Yes,,,Full Bar,Average,,No,,,,(773) 616-0070,0
tvPe_GRHrth-gw4MpgWSBg,Halo Asian Mix,"Halo Asian Mix - The Loop - Chicago, IL",76,4,"Restaurants, Asian Fusion, Filipino, Hawaiian, METADATA","29 E Adams St (between State St & Dearborn St) Chicago, IL 60603 ",41.879354,-87.626449,Mon-Sat 11 am - 8:30 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,,http://www.haloasianmix.com/,(312) 360-1111,8
TXdK4HquUwcaFUlcAS0_YQ,McDonald's,"McDonald's - The Loop - Chicago, IL",12,3,"Restaurants, Fast Food, METADATA","36 W Randolph St (between State St & Wabash Ave) Chicago, IL 60601 ",41.884704,-87.629247,,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,,No,,,,,Yes,http://www.mcdonalds.com,(312) 759-2128,1
TyOpxjKYPIHe3ynvbfv7hg,To Pho Cafe,"To Pho Cafe - CLOSED - The Loop - Chicago, IL",5,4,"Restaurants, METADATA","19 N Wabash Ave Chicago, IL 60602 ",41.882678,-87.625698,,,,,,,,,,,,,,,,,,,,,,(312) 346-7216,0
TZNJbRyQ7fkol28NGhdaUA,Subway,"Subway - The Loop - Chicago, IL",7,3,"Restaurants, Sandwiches, Fast Food, METADATA","177 N Wells Chicago, IL 60606 ",41.885386,-87.633637,,,Yes,,,,$,,No,,No,,,,,,,No,,,http://www.subway.com,(312) 782-9291,1
U3YEVlLeyy-23ndHsDiZtg,Taco Bell,"Taco Bell - CLOSED - Printer's Row - Chicago, IL",8,2,"Restaurants, Fast Food, METADATA","41 W Congress Pkwy (between Dearborn St & Holden Ct) Chicago, IL 60605 ",41.875478,-87.628943,,No,Yes,,Casual,No,$,No,No,,No,No,,,,,,,,,,(312) 922-6363,1
U4c5YEldlytVFAv9YoN7qg,Tapas Valencia,"Tapas Valencia - Near Southside - Chicago, IL",222,4,"Restaurants, Tapas Bars, Spanish, METADATA","1530 S State St (at 15th St) Chicago, IL 60605 ",41.861047,-87.628152,Mon-Thu 4 pm - 10 pm Fri 4 pm - 11 pm Sat 5 pm - 11 pm Sun 10:30 am - 3 pm Sun 3 pm - 9 pm,No,Yes,"Street, Valet",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,"Trendy, Casual",Yes,Yes,Yes,http://www.tapasvalencia.com/,(312) 842-4444,27
U7ecpJTBwk1-pP0oWvRxfg,Rivers To Go,"Rivers To Go - The Loop - Chicago, IL",10,4,"Restaurants, Delis, Sandwiches, METADATA","30 S Wacker Dr (between Madison St & State St) Chicago, IL 60606 ",41.880879,-87.637398,Mon-Fri 7 am - 3 pm,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,No,,No,,,,No,Yes,http://www.riversrestaurant.com/toâ€¦,(312) 559-1515,1
uAYeSQsoDOwy21nZ1_f59Q,Fast Foo's,"Fast Foo's - The Loop - Chicago, IL",31,3,"Restaurants, Chinese, METADATA","28 E Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.87838,-87.626453,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,,Yes,,(312) 360-1701,12
uE_4KPIReIF1c1Llm54SLA,Wendy's,"Wendy's - The Loop - Chicago, IL",32,3,"Restaurants, Fast Food, METADATA","6 S Clark St Chicago, IL 60603 ",41.881773,-87.631069,,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Quiet,,No,No,Yes,http://www.wendys.com,(312) 236-7367,7
uFHUlEgOBav4iNmMIx5EvA,Diosa on the River,"Diosa on the River - The Loop - Chicago, IL",7,4,"Restaurants, Sushi Bars, Barbeque, METADATA","11 W Riverwalk S Between State Street and Dearborn Street Chicago, IL 60601 ",41.887026,-87.628752,,No,Yes,,Casual,No,$$,,No,Yes,Yes,Yes,,Lunch,No,,,,,,,(312) 345-9001,2
ufsiQbsP9vA-aOq9-R82wg,Chutney Joe's,"Chutney Joe's - CLOSED - South Loop - Chicago, IL",261,3,"Restaurants, Indian, METADATA","511 S State St (between Congress Pky & Harrison St) Chicago, IL 60605 ",41.87531,-87.627325,,Yes,Yes,"Garage, Street",Casual,Yes,$,No,Yes,Yes,No,Yes,No,Lunch,No,Average,Casual,No,Yes,Yes,http://www.chutneyjoes.com,(312) 341-9755,48
ug8UXuC-n_2osuLi5-9hGw,Chipotle Mexican Grill,"Chipotle Mexican Grill - The Loop - Chicago, IL",40,3,"Restaurants, Mexican, Fast Food, METADATA","230 W Monroe St Chicago, IL 60606 ",41.881071,-87.634872,Mon-Fri 10:30 am - 7 pm Sat 11 am - 4 pm,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,Beer & Wine Only,Loud,,No,,Yes,http://www.chipotle.com,(312) 727-0054,8
ugOU_IJV4qFSaC1BtuazyQ,Sweetwater Tavern & Grille,"Sweetwater Tavern & Grille - The Loop - Chicago, IL",287,4,"Restaurants, American (New), METADATA","225 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 ",41.886384,-87.623651,Mon-Tue 11 am - 12 am Wed 11 am - 1 am Thu-Fri 11 am - 2 am Sat 10 am - 2 am Sun 10 am - 10 pm,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,"Lunch, Dinner",Full Bar,Average,"Trendy, Casual",Yes,,Yes,http://www.sweetwatertavernandgrilâ€¦,(312) 698-7111,33
ugSIP2rgLbJobTJIHdd8nA,Market Creations,"Market Creations - The Loop - Chicago, IL",32,4,"Restaurants, Chinese, Buffets, METADATA","130 E Randolph St (between Beaubien Ct & Stetson Ave) Chicago, IL 60601 ",41.884916,-87.623124,Mon-Fri 6:30 am - 4 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,,Casual,No,,Yes,http://www.marketcreationscafe.com,(312) 540-0085,6
uTg6BwVQl0ldbx2R5IYdpA,Arturo Express,"Arturo Express - Near West Side - Chicago, IL",47,4,"Restaurants, Italian, METADATA","122 S Canal St (between Monroe St & Washington Blvd) Chicago, IL 60606 ",41.880383,-87.639653,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,No,Lunch,No,Very Loud,,No,,Yes,http://www.arturoexpress.com,(312) 474-9289,4
UVxImD0Wb53x4m9l2_a6oQ,Govnor's Pub,"Govnor's Pub - CLOSED - The Loop - Chicago, IL",3,5,"Restaurants, METADATA","207 N State St (between Haddock Pl & Lake St) Chicago, IL 60601 ",41.886097,-87.627689,,,,,,,,,,,,,,,,,,,,,,(312) 236-3696,0
uw-Ebmb4AfMjgIUozg8tPg,Soundings Restaurant,"Soundings Restaurant - Near Southside - Chicago, IL",10,3,"Restaurants, American (Traditional), METADATA","1200 S Lake Shore Dr (between Columbus Dr & Field Plaza Dr) Chicago, IL 60605 ",41.867557,-87.613161,,Yes,Yes,,Casual,,$$,Yes,No,No,Yes,,,,Beer & Wine Only,Quiet,,,,Yes,,,1
uWKg0mUltynzwV65KvpriQ,Marc Burger,"Marc Burger - The Loop - Chicago, IL",53,3,"Restaurants, Burgers, American (Traditional), METADATA","111 N State St 7th Fl (between Court Pl & Washington St) Chicago, IL 60602 ",41.883894,-87.627398,,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,,Lunch,No,Average,,No,No,Yes,,(312) 781-4884,2
UxPKlrapQVtiivVNn93ROw,Ole Hardwood,"Ole Hardwood - CLOSED - Near Southside - Chicago, IL",18,3,"Restaurants, American (Traditional), METADATA","1315 S Wabash (between 13th St & 14th St) Chicago, IL 60605 ",41.865381,-87.625485,,No,Yes,Street,Casual,Yes,$$$,Yes,No,,Yes,No,,Dinner,Full Bar,,,,,Yes,http://www.olehardwood.com,(312) 583-9761,6
UZkPd7jjCM1yCbzt58r8Ag,Opera,"Opera - CLOSED - Near Southside - Chicago, IL",292,4,"Restaurants, Chinese, Asian Fusion, METADATA","1301 S Wabash Ave (between 13th St & 14th St) Chicago, IL 60605 ",41.865598,-87.625309,,No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,Yes,Yes,Yes,Yes,,Dinner,Full Bar,,,,,Yes,http://www.opera-chicago.com,(312) 461-0161,36
V-WJjfG_dlu0klZlR1KxqA,Flat Top Stir-Fry Grill,"Flat Top Stir-Fry Grill - The Loop - Chicago, IL",154,4,"Restaurants, Asian Fusion, METADATA","30 S Wabash Ave Chicago, IL 60603 ",41.881147,-87.62635,Mon-Fri 11 am - 10 pm Sat-Sun 9 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Casual,No,No,Yes,http://www.flattopgrill.com,(312) 726-8400,20
v1Ei_eihYKZ5N9pyonyREg,Kaiyo Sushi,"Kaiyo Sushi - CLOSED - The Loop - Chicago, IL",9,3,"Restaurants, Sushi Bars, METADATA","60 E Lake St (between Wabash Ave & Dearborn St) Chicago, IL 60601 ",41.886023,-87.6258,,Yes,Yes,,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,Dinner,No,,,,,Yes,,(312) 269-0001,2
V1pKsi9h_ekAzu9TzkpLxw,Subway,"Subway - The Loop - Chicago, IL",1,1,"Restaurants, Sandwiches, METADATA","Pedway Level 300 E Randolph Chicago, IL 60601 ",41.884912,-87.619949,,,,,,,,,,,,,,,,,,,,,http://www.subway.com,(312) 540-1087,0
v9d1-W91yQXPRKSk-c44-A,The BISTRO At 151,"The BISTRO At 151 - The Loop - Chicago, IL",10,3,"Restaurants, American (Traditional), Greek, Mediterranean, METADATA","Hyatt Regency Chicago 151 East Wacker Drive Chicago, IL 60601",41.88753,-87.621767,,Yes,Yes,,Casual,Yes,$$,No,No,No,Yes,No,,,No,Loud,,Yes,,Yes,http://chicagoregency.hyatt.com,(312) 565-1234,2
vEr2Zi-dkDbpI0OzNemTew,La Cantina,"La Cantina - The Loop - Chicago, IL",27,3,"Restaurants, Italian, Steakhouses, Seafood, METADATA","71 W Monroe St (between Michigan Ave & Wabash Ave) Chicago, IL 60603 ",41.880538,-87.630205,,No,Yes,Valet,Casual,Yes,$$,Yes,No,Yes,Yes,No,,Dinner,Full Bar,Quiet,,No,Yes,No,http://www.lacantina-chicago.com,(312) 332-7005,15
VIojEv4Vucr7tmgJjO_8nw,Frietkoten Belgian Fries & Beer,"Frietkoten Belgian Fries & Beer - Near West Side - Chicago, IL",26,4,"Restaurants, Belgian, METADATA","131 N Clinton St Chicago, IL 60606 ",41.884137,-87.640973,,Yes,No,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,No,Yes,http://www.frenchmarketchicago.comâ€¦,(312) 575-0306,2
VkIQgupDqCFZorV8Ro-89A,State and Lake Chicago Tavern,"State and Lake Chicago Tavern - The Loop - Chicago, IL",156,3,"Restaurants, American (New), METADATA","The Wit Hotel 201 N State St Chicago, IL 60601 ",41.886001,-87.627711,Mon-Thu 6:30 am - 11 pm Fri 6:30 am - 12 am Sat 7 am - 12 am Sun 7 am - 10 pm,No,Yes,"Street, Valet",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Paid,Dinner,Full Bar,Average,Trendy,Yes,,Yes,http://www.stateandlakechicago.com,(312) 239-9400,11
VkT6L3bwcxV6fIDDO-b-eQ,Great Steak & Potato Co.,"Great Steak & Potato Co. - The Loop - Chicago, IL",6,3,"Restaurants, Fast Food, Sandwiches, METADATA","233 N Michigan Ave Illinois Center (between Lake St & Wacker Pl) Chicago, IL 60601 ",41.886968,-87.622972,,No,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,,Yes,http://www.thegreatsteak.com,(312) 540-1219,1
vnPbptTIVhqwrGh45aMykw,Roma Pizza,"Roma Pizza - The Loop - Chicago, IL",8,3,"Restaurants, Pizza, METADATA","105 W Madison St (between La Salle St & Clark St) Chicago, IL 60602 ",41.88183,-87.631228,Mon-Fri 9:30 am - 9:30 pm Sat 11 am - 10:30 pm,Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,,,No,,,,,,http://www.romapizzaandpasta.com/,(312) 456-0040,4
VNWxBy3jYi2-pENSdKO9Vw,Pat's Pizzeria,"Pat's Pizzeria - Printer's Row - Chicago, IL",130,4,"Restaurants, Pizza, METADATA","628 S Clark St (between Harrison St & Polk St) Chicago, IL 60605 ",41.873936,-87.630815,"Mon-Thu, Sun 11 am - 11 pm Fri-Sat 11 am - 12 am",Yes,Yes,Street,Casual,No,$$,No,Yes,Yes,No,No,No,Dinner,No,Quiet,,No,,Yes,http://www.PatsSouthLoop.com,(312) 427-2320,12
VNXYvgPQjKIWfUQkR9YgAw,Gina's Cuisine,"Gina's Cuisine - CLOSED - The Loop - Chicago, IL",12,4,"Restaurants, American (Traditional), METADATA","424 S Wabash Ave (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876262,-87.626331,,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,,No,,,,,,,(312) 554-1215,0
VP2cA_5oLsuF56CkenjphA,Gold Coast Dogs,"Gold Coast Dogs - The Loop - Chicago, IL",80,3,"Restaurants, Hot Dogs, Burgers, METADATA","159 N Wabash Ave Chicago, IL 60601 ",41.884917,-87.626027,Mon-Fri 10 am - 8 pm Sat 10 am - 7 pm Sun 11 am - 6 pm,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,,Average,,No,,Yes,http://www.goldcoastdog.com,(312) 917-1677,4
VPUiIyXHHTcIs06ca_hRSQ,Silk Road,"Silk Road - The Loop - Chicago, IL",38,4,"Restaurants, Chinese, METADATA","19 S La Salle St (between Arcade Pl & Madison St) Chicago, IL 60603 ",41.881397,-87.631864,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Quiet,,No,,Yes,,(312) 558-1999,5
Vq-EtfJGBi5oP_DWZh8gkQ,Corner Bakery Cafe,"Corner Bakery Cafe - The Loop - Chicago, IL",28,4,"Restaurants, Breakfast & Brunch, Sandwiches, Event Planning & Services, Caterers, METADATA","Goodman Theatre 56 W Randolph St Chicago, IL 60602 ",41.885166,-87.629863,Mon-Fri 6:30 am - 8 pm Sat 8 am - 8 pm Sun 8 am - 7 pm,Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,Free,Breakfast,No,Average,,,,Yes,http://www.cornerbakerycafe.com,(312) 346-9492,2
vqCfdZCRH7h6eAB0U7ANGg,Luke's Italian Beef,"Luke's Italian Beef - The Loop - Chicago, IL",114,4,"Restaurants, Italian, Burgers, Pizza, METADATA","215 W Jackson Blvd (between Franklin St & Wells St) Chicago, IL 60606 ",41.877888,-87.634307,,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,No,No,,(312) 939-4204,8
VQzihROe-sNtItXvXuC0Jw,Marquette Inn Restaurant,"Marquette Inn Restaurant - CLOSED - The Loop - Chicago, IL",18,3,"Restaurants, METADATA","300 W Adams St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.879676,-87.635606,,Yes,Yes,,Casual,Yes,$,,,Yes,Yes,No,,Breakfast,Full Bar,,,,,,,(312) 346-1292,2
vtGAHJ9kSkjsEdTmjHrbkA,Pret A Manger,"Pret A Manger - The Loop - Chicago, IL",59,4,"Restaurants, Sandwiches, METADATA","100 N LaSalle St Chicago, IL 60601 ",41.883463,-87.632751,,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,,Lunch,No,Average,Casual,No,Yes,Yes,http://www.pret.com,,3
VVcTaBUH3cAObS5Lxsje3w,Caffe Baci,"Caffe Baci - Near West Side - Chicago, IL",40,4,"Restaurants, Italian, METADATA","10 S Riverside Plz (between Madison St & Monroe St) Chicago, IL 60606 ",41.881353,-87.639151,Mon-Fri 6:30 am - 5 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,Yes,,Lunch,No,Quiet,,No,Yes,Yes,http://www.caffebaci.com,(312) 379-0283,10
vvhfPV-Llkd4fE2SHuLVvA,The Gage,"The Gage - The Loop - Chicago, IL",883,4,"Restaurants, Gastropubs, American (New)","24 S Michigan Ave (between Madison St & Monroe St) Chicago, IL 60603 ",41.881256,-87.625001,Mon-Wed 11 am - 10 pm Thu-Fri 11 am - 11 pm Sat 10 am - 11 pm Sun 10 am - 10 pm,No,Yes,"Garage, Street, Valet",Casual,Yes,$$$,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Classy,Yes,No,Yes,http://www.thegagechicago.com,(312) 372-4243,79
VYXf-xHXcKMIlixNfuOIVw,65 Asian Kitchen,"65 Asian Kitchen - The Loop - Chicago, IL",24,3,"Restaurants, Chinese, METADATA","111 W Jackson Blvd Ste 1 (at Michigan Ave) Chicago, IL 60604 ",41.877846,-87.631296,,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,,No,,Yes,http://www.65asiankitchen.com,(312) 566-6565,2
vz7ZaX5QoHDzfUXEo5Ifdw,Bonjour Cafe,"Bonjour Cafe - The Loop - Chicago, IL",8,4,"Restaurants, Breakfast & Brunch, Cafes, METADATA","100 W Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 ",41.885153,-87.631672,,,,,Casual,,$,No,,,,Yes,,,,,,,,Yes,,(312) 553-0305,1
w0mb3yjlTIQww7A2TWnnrA,Sixty Five Chinese Restaurant,"Sixty Five Chinese Restaurant - CLOSED - The Loop - Chicago, IL",36,3,"Restaurants, Chinese, Seafood, METADATA","336 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 ",41.887718,-87.624895,,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Quiet,,,,Yes,,(312) 372-0306,5
W3IK_B3Ytlco5H1gIPJOjg,Chickadilly's Charhouse,"Chickadilly's Charhouse - The Loop - Chicago, IL",3,4,"Restaurants, METADATA","176 N Franklin St (between Adams St & Couch Pl) Chicago, IL 60606 ",41.885362,-87.635706,,,,,,,,,,,,,,,,,,,,,,(312) 759-2442,1
W4avSLJSj6pvsFxNxtGtqw,Currents on the River,"Currents on the River - CLOSED - The Loop - Chicago, IL",41,4,"Restaurants, American (New), METADATA","200 S Wacker Dr (between Post Pl & Adams St) Chicago, IL 60606 ",41.878909,-87.637223,,Yes,Yes,,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,Lunch,Full Bar,Average,Casual,Yes,Yes,No,http://www.currentsontheriver.com/,(312) 846-6692,9
wanar2c7ekrOv1_iVPISrQ,Cafe 100,"Cafe 100 - The Loop - Chicago, IL",7,4,"Restaurants, American (Traditional), Burgers, METADATA","100 N. Riverside Plaza inside the Boeing Building Chicago, IL 60606",41.883579,-87.638934,,No,Yes,,Casual,Yes,$,No,No,Yes,No,Yes,,,No,,,,,Yes,,(312) 544-2000,0
WcP5JWvICvZ62Zqcn2Jt-g,Sbarro,"Sbarro - CLOSED - The Loop - Chicago, IL",6,3,"Restaurants, Pizza, METADATA","233 N Michigan Ave (between Wacker Pl & Lake St) Chicago, IL 60601 ",41.886819,-87.623672,,Yes,Yes,,Casual,,$,,No,Yes,No,No,,,No,Average,,,,,,(312) 856-9508,1
